latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
8.0161,34.4566,327.5,2.8,1.6,2010-01-01,0746,Terra,MODIS,82,6.2,301.6,61.6,D,0
8.0192,34.4311,324.8,2.8,1.6,2010-01-01,0746,Terra,MODIS,79,6.2,300.3,47.7,D,0
8.2719,32.3284,332.4,4.2,1.9,2010-01-01,0746,Terra,MODIS,85,6.2,297.8,175.2,D,0
8.2889,32.3305,339.8,4.2,1.9,2010-01-01,0746,Terra,MODIS,90,6.2,298.6,262.1,D,0
8.2934,32.2926,340.7,4.2,1.9,2010-01-01,0746,Terra,MODIS,90,6.2,297.9,275,D,0
8.3229,32.3345,326.6,4.2,1.9,2010-01-01,0746,Terra,MODIS,78,6.2,298.1,117.1,D,0
8.2126,33.3654,322.4,3.5,1.8,2010-01-01,0746,Terra,MODIS,76,6.2,295.8,74.5,D,0
8.3569,32.3385,322.1,4.2,1.9,2010-01-01,0746,Terra,MODIS,61,6.2,298.4,84.4,D,0
8.3739,32.3405,318.8,4.2,1.9,2010-01-01,0746,Terra,MODIS,50,6.2,297.9,61.6,D,0
8.3605,32.3447,322.2,4.2,1.9,2010-01-01,0746,Terra,MODIS,67,6.2,298,86.3,D,0
8.121,34.579,317.5,2.8,1.6,2010-01-01,0746,Terra,MODIS,71,6.2,298.5,23.2,D,0
8.2166,34.0565,324.2,3.1,1.7,2010-01-01,0746,Terra,MODIS,62,6.2,301.5,62.6,D,0
8.3539,32.9598,329.2,3.8,1.8,2010-01-01,0746,Terra,MODIS,83,6.2,295.1,132.8,D,0
8.333,33.2575,310.9,3.6,1.8,2010-01-01,0746,Terra,MODIS,28,6.2,291.8,28.9,D,0
8.3701,32.9617,332.3,3.8,1.8,2010-01-01,0746,Terra,MODIS,85,6.2,295.8,163.6,D,0
8.418,32.5768,314.8,4,1.9,2010-01-01,0746,Terra,MODIS,46,6.2,297.2,38.8,D,0
8.4225,32.5404,314.6,4.1,1.9,2010-01-01,0746,Terra,MODIS,42,6.2,297.7,36,D,0
8.3821,32.9974,314.1,3.7,1.8,2010-01-01,0746,Terra,MODIS,26,6.2,292.7,39.2,D,0
8.3864,32.9637,319.8,3.8,1.8,2010-01-01,0746,Terra,MODIS,68,6.2,294.7,71.8,D,0
8.5336,31.9267,314,4.5,2,2010-01-01,0746,Terra,MODIS,61,6.2,298.4,47.5,D,0
8.5013,32.3228,349.9,4.2,1.9,2010-01-01,0746,Terra,MODIS,95,6.2,298.9,438.7,D,0
8.4842,32.3208,313.8,4.2,1.9,2010-01-01,0746,Terra,MODIS,50,6.2,297.5,44.6,D,0
8.3772,32.9699,322.8,3.8,1.8,2010-01-01,0746,Terra,MODIS,66,6.2,295.2,87.9,D,0
8.5184,32.3247,326.7,4.2,1.9,2010-01-01,0746,Terra,MODIS,72,6.2,297.9,135.8,D,0
8.4268,32.5484,317.6,4.1,1.9,2010-01-01,0746,Terra,MODIS,45,6.2,297.5,52.9,D,0
7.3457,32.3319,323.9,4.1,1.9,2010-01-01,0746,Terra,MODIS,77,6.2,296.3,92.3,D,0
7.3431,33.1931,316.9,3.5,1.8,2010-01-01,0746,Terra,MODIS,66,6.2,296.7,37.3,D,0
8.2764,32.2905,320.6,4.2,1.9,2010-01-01,0746,Terra,MODIS,35,6.2,296.5,66.6,D,0
4.9904,31.8982,321.9,4,1.9,2010-01-01,0746,Terra,MODIS,67,6.2,298.8,53.7,D,0
6.5277,34.5558,315.7,2.6,1.6,2010-01-01,0746,Terra,MODIS,58,6.2,294.3,24.3,D,0
5.0304,31.6025,320.6,4.3,1.9,2010-01-01,0746,Terra,MODIS,63,6.2,298.3,67.9,D,0
6.5245,34.5797,314,2.6,1.6,2010-01-01,0746,Terra,MODIS,36,6.2,292.2,19,D,0
4.0357,32.0001,326,3.8,1.8,2010-01-01,0747,Terra,MODIS,77,6.2,295.6,100.1,D,0
4.0684,32.0039,320.7,3.8,1.8,2010-01-01,0747,Terra,MODIS,70,6.2,296.2,65.6,D,0
4.0731,31.9704,317.7,3.8,1.8,2010-01-01,0747,Terra,MODIS,64,6.2,295,50.9,D,0
4.0755,32.0103,318.1,3.8,1.8,2010-01-01,0747,Terra,MODIS,65,6.2,296.1,46,D,0
